pathway	external_id	source	hgnc_symbol_ids
Synthesis of PC	REACT_121238	Reactome	PCYT1A,SLC44A1,SLC44A2,SLC44A3,LPIN2,LPIN3,PEMT,LPIN1,CEPT1,CPT1B,SLC44A4,PCYT1B,BCHE,CHAT,ACHE,CHPT1,CHKA,CHKB,SLC44A5
melatonin degradation II	PWY-6399	HumanCyc	MAOA
RNA Polymerase III Abortive And Retractive Initiation	REACT_22339	Reactome	POLR3F,GTF3C4,SSB,GTF3C3,GTF3C2,POLR3D,POLR1C,POLR1D,POLR3C,GTF3C5,POLR3A,SNAPC3,POLR3K,POLR3H,ZNF143,BDP1,NFIA,POLR3GL,POLR2E,SNAPC2,SNAPC1,POLR2F,SNAPC5,SNAPC4,BRF2,POLR2L,BRF1,POLR2H,POLR2K,NFIC,NFIB,CRCP,POLR3G,TBP,GTF3C1,GTF3A,POLR3E,POLR3B,NFIX,POU2F1
Laminin interactions	REACT_169262	Reactome	ITGA1,ITGA2,ITGA3,ITGA7,LAMB1,LAMB3,LAMB2,LAMA5,NID2,NID1,ITGB1,LAMA1,LAMA2,LAMA3,LAMA4,ITGB4,COL18A1,LAMC2,LAMC3,LAMC1,ITGAV,HSPG2
tnfr1 signaling pathway	tnfr1pathway	BioCarta	LMNB2,TRAF2,LMNB1,CASP2,CASP3,BAG4,TNFRSF1A,MAP2K4,BIRC3,MADD,TRADD,RIPK1,TNF,CASP8,FADD,LMNA,CRADD
alternative complement pathway	alternativepathway	BioCarta	CFD,C8B,C8A,C9,C5,C8G,C3,C7,C6,CFP
gata3 participate in activating the th2 cytokine genes expression	gata3pathway	BioCarta	MAP2K3,IL13,ADCY1,GNAS,JUNB,PRKACG,PRKAR2A,PRKAR2B,IL4,IL5,MAP2K6,PRKAR1B,MAF,NFATC1,IL1A,PRKACB,GATA3,MAPK14,PRKAR1A
Cellular Senescence	REACT_169274	Reactome	HIST1H4C,HIST1H4B,HIST1H4A,MOV10,HIST1H4F,HIST1H4E,HIST1H4D,HIST1H4K,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H4L,TNRC6C,TNRC6B,TNRC6A,ANAPC2,ANAPC11,ANAPC10,H2AFB1,MAP3K5,PHC1,PHC3,PHC2,RELA,H2BFS,CDKN2C,CDKN2A,CDKN2D,HIST3H2BB,MDM2,CXCL8,FZR1,H2AFX,H2AFZ,RBBP4,UBA52,UBB,UBC,RNF2,CDKN1B,CDKN1A,RPS27A,UBE2D1,EP400,IL1A,EED,MAPKAPK5,MAPKAPK3,MAPKAPK2,CDC16,CABIN1,CCNE2,CCNE1,JUN,HIST1H2BC,H3F3B,H3F3A,FOS,UBE2E1,HIST1H2BD,MINK1,HIST1H2BF,HIST1H2BG,HIST2H3C,HIST1H2BA,HIST1H2BB,SCMH1,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,ANAPC7,HIST1H2BK,RPS6KA1,RPS6KA2,LMNB1,TP53,HIST1H2BE,CDC27,CDC26,UBE2C,CDC23,RING1,HIST2H3D,AGO4,AGO1,TFDP1,IGFBP7,HIST2H3A,ATM,MAPK14,ANAPC1,TNIK,MAPK10,MAPK11,CBX8,CBX6,CBX4,CBX2,MAP4K4,EHMT1,EHMT2,ANAPC5,ANAPC4,MAPK3,MAPK1,NBN,KDM6B,NFKB1,MAPK8,MAPK9,HIST2H2AA4,MAPK7,H1F0,HMGA2,HMGA1,RBBP7,RPS6KA3,HIST1H1D,HIST1H1E,HIST1H1A,HIST1H1B,HIST1H1C,HIST2H2AA3,HIRA,ID1,IL6,CDK2,CDK4,CDK6,RAD50,HIST1H2BJ,CDKN2B,HIST2H2BE,CDC26P1,HIST1H2AJ,MAP2K3,MIR4738,ERF,EZH2,MAP2K7,MAP2K6,HIST1H2AK,MAP2K4,HIST1H2AE,HIST1H2AD,HIST2H4B,UBN1,HIST2H4A,TXN,HIST4H4,CCNA2,CCNA1,RB1,ETS2,ETS1,HIST1H2AC,SUZ12,MRE11A,HIST1H2AB,ASF1A,CEBPB,BMI1,HIST1H3B,HIST1H3C,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3H,HIST1H3I,HIST2H2AC,E2F3,E2F2,E2F1,AGO3
Cellular responses to stress	REACT_120956	Reactome	HIST1H4C,HIF3A,HIST1H4A,GSR,MOV10,HIST1H4F,HIST1H4E,RB1,HIST1H4K,HIST1H4J,HIST1H4I,HIST1H4H,CCS,HIST1H4L,FKBP4,TNRC6C,TNRC6B,TNRC6A,HSPA6,EP300,HIF1AN,HIST1H4D,ANAPC11,ANAPC10,H2AFB1,MAP3K5,HSP90AB1,HIST1H2BC,PHC1,PHC3,PHC2,RELA,CUL2,H2BFS,CDKN2C,CDKN2A,SOD2,SOD3,HSPB1,GPX2,CAMK2D,P4HB,CAMK2G,CAMK2A,AQP8,HSPA8,TNFRSF21,HIST3H2BB,MDM2,PTGES3,CXCL8,FZR1,H2AFX,H2AFZ,RBBP4,ATR,UBA52,UBB,UBC,RBX1,RNF2,RLN1,VCP,RBBP7,CDKN1A,RPS27A,UBE2D2,UBE2D3,HIF1A,UBE2D1,EP400,CBX6,CDKN1B,EED,CCAR2,GSK3B,MAPKAPK3,MAPKAPK2,HSBP1,CDC16,HSPH1,CABIN1,CCNE2,CCNE1,JUN,HIST1H2BE,AKT1S1,H3F3B,H3F3A,TXNRD2,TXNRD1,SIRT1,FOS,MRPL18,HIST1H4B,UBE2E1,HIST1H2AB,HIST1H2BD,MINK1,HIST1H2BF,HIST2H3D,HIST2H3C,HIST1H2BA,HIST1H2BB,SCMH1,HIST1H2BL,HIST1H2BM,HIST1H2BN,ANAPC2,HIST1H2BH,HIST1H2BI,ANAPC7,HIST1H2BK,EGLN3,EGLN2,EGLN1,LMNB1,TP53,HSF1,COL4A6,CDC27,CDC26,MRE11A,CDC23,RING1,GPX1,GPX3,HIST1H2BG,GPX7,AGO4,GPX8,AGO1,TFDP1,IGFBP7,AGO3,HIST2H3A,HDAC6,EHMT2,ATM,MAPK14,ANAPC1,TNIK,MAPK10,MAPK11,CBX8,IL1A,CBX4,CBX2,MAP4K4,EHMT1,HIST1H2BO,HSPA2,ANAPC5,DNAJB1,CRYBA4,DNAJB6,ANAPC4,PRDX6,MAPK3,MAPK1,NBN,KDM6B,NFKB1,MAPK8,MAPK9,HIST2H2AA4,CDC26P1,MAPK7,MIR4738,H1F0,GML,HMGA2,RPS6KA2,HMGA1,TXN2,RPS6KA3,MTOR,HIST1H1D,HIST1H1E,MLST8,HIST1H1A,HIST1H1B,HIST1H1C,ERO1L,HIST2H2AA3,HIRA,HSPA1B,RPS6KA1,ERF,ID1,IL6,CDK2,CDK4,CDK6,RAD50,HSP90AA1,UBE2C,HIST1H2BJ,CDKN2B,HIST2H2BE,TCEB2,PRDX5,HIST1H2AJ,PRDX3,PRDX2,PRDX1,CAT,MAP2K3,VHL,HSPA1A,EZH2,MAP2K7,MAP2K6,HIST1H2AK,MAP2K4,HIST1H2AE,HIST1H2AD,HIST2H4B,MAPKAPK5,UBN1,HSPA1L,RPTOR,TXN,HIST4H4,CCNA2,CDKN2D,CCNA1,SOD1,RPS19BP1,ETS2,TRIM24,ETS1,HIST1H2AC,SUZ12,CAMK2B,SNORD14D,EEF1A1,EPAS1,ASF1A,SNORD14C,YWHAE,HSPB2,CEBPB,BMI1,HIST1H3B,HIST1H3C,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3H,HIST1H3I,HIST2H2AC,E2F3,E2F2,E2F1,RPA1,RPA3,RPA2,GSTP1,HIST2H4A,CREBBP,TCEB1,SERPINH1,DEDD2
PI and PC transport between ER and Golgi membranes	REACT_121079	Reactome	PITPNB
Pausing and recovery of HIV elongation	REACT_6244	Reactome	MIR943,TCEB3,TCEB2,TCEB1,NELFA,NELFE,CCNT1,MIR1236,CCNT2,TCEA1P2,SUPT5H,NELFB,SSRP1,ELL,SUPT16H,TCEA1,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1,CDK9
ahr signal transduction pathway	ahrpathway	BioCarta	AHR,HSP90AA1,AIP
mechanism of gene regulation by peroxisome proliferators via ppara	pparapathway	BioCarta	MT-CO2,NR2F1,PPARA,PRKAR2A,HSPA1B,HSPA1A,PRKAR2B,ME1,FAT1,FABP1,APOA1,NCOR1,NCOA1,NR0B2,JUN,PPARGC1A,RB1,NCOR2,EHHADH,MAPK3,PRKACG,APOA2,CITED2,RELA,LPL,HSD17B4,NR1H3,CPT1A,MRPL11,NOS2,NFKBIA,PRKCA,PRKCB,RXRA,TNF,PRKAR1A,PRKAR1B,HSP90AA1,EP300,DUT,MYC,DUSP1,ACOX1,NRIP1,STAT5B,STAT5A,MED1,SRA1,PRKACB,MAPK1,CREBBP
hypoxia-inducible factor in the cardivascular system	hifpathway	BioCarta	NOS3,EPO,UBE2A,ASPH,P4HB,JUN,HIF1A,COPS5,VHL,VEGFA,CREB1,EDN1,HSP90AA1,EP300,LDHA
hypoxia and p53 in the cardiovascular system	p53hypoxiapathway	BioCarta	NFKBIB,CDKN1A,ATM,BAX,HSPA1B,HSPA1A,HIC1,GADD45A,FHL2,ABCB1,MAPK8,DNAJB1P1,IGFBP3,HIF1A,MDM2,EP300,TP53,TAF1,AKT1,UBE2A,RPA1,HSP90AA1
phospholipase c-epsilon pathway	plcepathway	BioCarta	RAP2B,GNAS,RAPGEF3,ADRB2,PRKAR2A,PRKACG,PRKAR2B,PLCE1,PRKAR1A,PRKAR1B,PRKACB
basic mechanisms of sumoylation	sumopathway	BioCarta	UBE2I,SUMO1,SUMO3,SUMO2,SAE1,UBA2
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages	gsk3pathway	BioCarta	BTRC,NFKBIA,IKBKB,AKT1,WIF1,IKBKG,KREMEN2,DKK1,FZD1,AXIN1,TIRAP,PIK3CA,EHHADH,DVL1,PIK3R1,RELA,MYD88,NKD1,NKD2,GJA1,CHUK,LY96,LEF1,CSNK2A3,CSNK2A1,CTNNB1,IRAK1,LRP6,TOLLIP,CCND1,WNT1,EIF2AK2,DKK2,GSK3B,FRAT1,CD14,TLR4,PPP2R5D,PDPK1,PROC
inhibition of cellular proliferation by gleevec	gleevecpathway	BioCarta	MAP3K1,CRKL,STAT1,AKT1,PIK3CA,HRAS,FOS,JUN,MAP2K1,STAT5B,STAT5A,SOS1,JAK2,MYC,PIK3R1,MAP2K4,MAPK8,RAF1,MAPK3,BCR,BCL2
ionomycin and phorbal ester signaling pathway	ionpathway	BioCarta	P2RY2,PRKCA,PLCG1,PRKCB
mtor signaling pathway	mtorpathway	BioCarta	GHR,MKNK1,SNORA48,RPS6,SNORA67,TSC2,EIF3A,RPS6KB1,PIK3R1,FKBP1A,MTOR,EIF4E,EIF4B,SNORD10,GH1,AKT1,EIF4G1,CSH1,IRS1,PTEN,PDK2,EIF4EBP1,PIK3CA,PPP2R5D,PDPK1,RHEB,EIF4A1
regulators of bone mineralization	npp1pathway	BioCarta	ANKH,ENPP1,COL4A6,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,SPP1,IBSP,ALPL
pertussis toxin-insensitive ccr5 signaling in macrophage	ccr5pathway	BioCarta	CCL2,GNAQ,CCL4,FOS,CCL4L1,CCL4L2,JUN,PLCG1,CCR5,CXCL12
fas signaling pathway (cd95)	faspathway	BioCarta	DAXX,MAP3K1,CASP3,CASP7,FAF1,FAS,MAP2K4,MAP3K7,RB1,PRKDC,CASP10,CFLAR,RIPK2,FASLG,CASP8,FADD,MAPK8,PAK1,PAK2
roles of  arrestin dependent recruitment of src kinases in gpcr signaling	barrestinsrcpathway	BioCarta	CCL4,HRAS,MAP2K2,MAP2K1,CCR3,DNM1,CCR5,ARRB1,EDNRA,EDNRB,AGT,RAF1,ADRBK1,FGR,MAPK3,MAPK1,HTR2C,EDN1,SRC,FPR1,GNB1,CHRM1,P2RY2,HCK,CXCL12,CCL11,F2,ADRA1B,GNAS,CCL4L1,CCL4L2,ADRB2,GNGT1,AGTR2
bioactive peptide induced signaling pathway	biopeptidespathway	BioCarta	HRAS,MAPK14,PLCG1,AGT,GNAI1,STAT3,STAT1,PIK3CA,FYN,MAPK3,PTK2B,MAPK1,JAK2,PIK3R1,CAMK2D,MAPK8,PRKCB,SHC1,PRKCA,CAMK2G,GNB1,CAMK2A,CAMK2B,GNGT1,SOS1,MYLK,STAT5B,STAT5A,CDK5,MAPT,GNA11,AGTR2
role of erk5 in neuronal survival pathway	erk5pathway	BioCarta	NGF,HRAS,AKT1,MAP2K1,MAP2K5,BDNF,RAF1,PIK3CA,NTRK1,MAPK3,MAPK1,MAPK7,PIK3R1,NTF3,SHC1,CREB1,RPS6KA1,SOS1,MEF2BNB-MEF2B,MAP2K2,PLCG1,MEF2C,MEF2B,MEF2BNB,MEF2D,PDPK1
sonic hedgehog receptor ptc1 regulates cell cycle	ptc1pathway	BioCarta	XPO1,CCNB1,RASGRF1,CDK1,CDK7,SHH,MNAT1,PTCH1,CCNH
g-protein signaling through tubby proteins	tubbypathway	BioCarta	CCL11,F2,AGT,GNAQ,CCL4,CCL4L1,CCL4L2,GNB1,GNGT1,EDN1,TUB,CXCL12
mechanism of acetaminophen activity and toxicity	acetaminophenpathway	BioCarta	PTGS1,MT-CO3,MT-CO2,CYP2E1,CYP1A2
Pyrimidine salvage reactions	REACT_655	Reactome	UPP2,UPP1,CDA,UCK1,UCK2,TYMP,TK2,TK1,MIR3658,DCK
the co-stimulatory signal during t-cell activation	ctla4pathway	BioCarta	CTLA4,ICOS,CD28,CD247,ITK,TRB,TRA,CD80,PTPN11,HLA-DRB1,HLA-DRA,CD86,LCK,PIK3R1,PIK3CA,ICOSLG,CD3D,CD3E,CD3G
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia	ecmpathway	BioCarta	ACTA1,ITGA1,CAPN1,MAP2K1,MYLK,PLCG1,PTK2,ARHGAP5,ZYX,GSN,PIK3CA,TLN1,MAPK3,MAPK1,PXN,PIK3R1,TNS1,ITGB1,SRC,DIAPH1,CSK,VCL,RHOA,BCAR1,ACTN3,ACTN2,ACTN1,ACTN4,ROCK1,PFN1,MLC1
regulation of spermatogenesis by crem	crempathway	BioCarta	XPO1,ADCY1,FSHB,GNAS,GNB1,KIF17,CREM,GNGT1,FHL5
ceramide signaling pathway	ceramidepathway	BioCarta	MAP4K4,BAG4,NFKBIA,BIRC3,BAX,IKBKB,MAP2K2,MAP2K1,SMPD1,IKBKG,MAP2K4,NSMAF,RAF1,CRADD,MADD,MAP3K1,TRADD,MAPK3,MAPK1,FADD,KSR1,MAPK8,TRAF2,CHUK,TNF,RELA,RIPK1,TNFRSF1A,BAD,CASP8,AIFM1,BCL2
epo signaling pathway	epopathway	BioCarta	EPOR,SHC1,SOS1,EPO,HRAS,PLCG1,STAT5B,STAT5A,JAK2,PTPN6
activation of pkc through g-protein coupled receptors	pkcpathway	BioCarta	PLCB1,F2,AGT,GNAQ,CCL4,CCL11,PRKCA,CCL4L1,CCL4L2,PRKCB,EDN1,CXCL12,PPP1R14A
links between pyk2 and map kinases	pyk2pathway	BioCarta	CRKL,HRAS,MAP2K3,MAP2K2,MAP2K1,MAP2K4,RAF1,MAP3K1,JUN,MAPK3,PTK2B,MAPK1,MAPK8,SRC,SHC1,RAC1,PRKCA,PRKCB,CAMK2B,BCAR1,MAPK14,GNAQ,SOS1,PLCG1,PAK1
visual signal transduction	rhodopsinpathway	BioCarta	SLC25A22,SLC25A18,GNB1,GRK1,PDE6B,RCVRN,PDE6A,PDE6G,RHO,ARRB1,GNAT1,GUCA1A,GNGT2
nerve growth factor pathway (ngf)	ngfpathway	BioCarta	CSNK2A3,NGF,SHC1,SOS1,FOS,PIK3CA,HRAS,JUN,PLCG1,MAPK3,MAP2K1,ELK1,NGFR,PIK3R1,MAPK8,RAF1,CSNK2A1
actions of nitric oxide in the heart	no1pathway	BioCarta	CAV1,SLC7A1,PRKAR2A,AKT1,PLCG1,NOS3,FLT4,GUCY1B3,FLT1,PIK3CA,RYR2,PDE3A,PDE3B,GUCY1A3,GUCY1A2,PRKG1,PIK3R1,TNNI1,PDPK1,KDR,GUCY2C,GUCY2D,GNGT1,GUCY2F,CHRM1,PRKG2,GNB1,CAMK2B,VEGFA,PRKAR1A,PRKAR1B,PLN,GNAQ,KNG1,PDE2A,PRKACG,PRKAR2B,GUCY1B2,PRKACB,HSP90AA1,CHRNA1
dicer pathway	dicerpathway	BioCarta	DICER1
sumoylation as a mechanism to modulate ctbp-dependent gene responses	ctbp1pathway	BioCarta	NOS1,SUMO1,UBE3A,UBE2A,UBA1,CDH1,CTBP1,ZEB1
fosb gene expression and drug abuse	fosbpathway	BioCarta	GRIA2,FOSB,PPP1R1B,CDK5,JUND
degradation of the rar and rxr by the proteasome	rarpathway	BioCarta	RARA,RXRA
Extrinsic Pathway	REACT_1573	Reactome	F9,F10,F3,F7,TFPI
regulation of eif2	eif2pathway	BioCarta	EIF2B5,EIF2AK1,EIF2AK3,EIF2AK2,EIF2AK4,GSK3B,EIF5,EIF2S1,EIF2S3,EIF2S2
visceral fat deposits and the metabolic syndrome	vobesitypathway	BioCarta	NR3C1,RXRA,RETN,PPARG,LPL,TNF,ADIPOQ,HSD11B1
akap95 role in mitosis and chromosome dynamics	akap95pathway	BioCarta	CCNB1,DDX5,PRKAG1,AKAP8,NCAPD2,PRKAR2A,MIR4738,PRKACG,PRKAR2B,H3F3B,H3F3A,PRKACB,PPP2R5D,CDK1
prion pathway	prionpathway	BioCarta	LAMA1,LAMA2,LAMA3,LAMA4,DNAJB1P1,HSPA5,PRNP,DNAJB6,LAMB2,LAMB1,RPSA,LAMA5,LAMC1,LAMC2,LAMC3,RPSAP58,SNORA6,GFAP,LAMB3,SNORA62,BCL2
RNA Polymerase III Transcription Initiation From Type 1 Promoter	REACT_347	Reactome	GTF3C4,GTF3C3,GTF3C2,POLR3D,POLR1C,POLR3B,POLR3C,GTF3C5,POLR3A,POLR3K,POLR3H,BDP1,POLR3GL,POLR2E,POLR2F,POLR2L,BRF1,POLR2H,POLR2K,POLR3F,CRCP,POLR3G,TBP,GTF3C1,GTF3A,POLR3E,POLR1D
antisense pathway	antisensepathway	BioCarta	NONO,SFPQ,ADAR,MATR3
Tat-mediated HIV elongation arrest and recovery	REACT_6344	Reactome	MIR943,TCEB3,TCEB2,TCEB1,NELFA,NELFE,CCNT1,MIR1236,TCEA1P2,SUPT5H,NELFB,SSRP1,ELL,SUPT16H,TCEA1,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1,CDK9
oxidative stress induced gene expression via nrf2	arenrf2pathway	BioCarta	FXYD2,CRYZ,FOS,PRKCA,POR,PRKCB,HMOX1,GSTA1,GSTA2,HMOX2,MAFK,KEAP1,JUN,CREB1,NFE2L2,UGT1A6,AKR7A2,MAFF,MAFG
Signaling by activated point mutants of FGFR3	REACT_121337	Reactome	FGF16,FGFR3,FGF23,FGF20,FGF9,FGF8,FGF18,FGF5,FGF4,FGF17,FGF2,FGF1
Pausing and recovery of Tat-mediated HIV elongation	REACT_6143	Reactome	MIR943,TCEB3,TCEB2,TCEB1,NELFA,NELFE,CCNT1,MIR1236,TCEA1P2,SUPT5H,NELFB,SSRP1,ELL,SUPT16H,TCEA1,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1,CDK9
Transcription of the HIV genome	REACT_6233	Reactome	MIR943,GTF2F1,NCBP1,NCBP2,NELFB,TCEB2,ERCC2,NELFA,NELFE,TAF13,TAF12,TAF11,TAF10,GTF2A1,GTF2A2,CCNT1,MIR1236,RNGTT,CCNT2,TCEA1P2,GTF2E1,GTF2E2,CDK7,SUPT5H,GTF2B,SUPT16H,TAF4B,POLR2B,TCEB1,RNMT,SSRP1,ERCC3,ELL,TAF2,GTF2H3,GTF2H2,GTF2H1,TCEB3,GTF2H4,POLR2E,POLR2D,TCEA1,POLR2F,POLR2A,POLR2C,CDK9,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,TAF6,TAF5,TAF4,TAF3,TAF1,NELFCD,GTF2F2,GTF2H2C,POLR2G,TAF9,TAF1L,SUPT4H1,TBP,TAF9B,CCNH
role of brca1 brca2 and atr in cancer susceptibility	atrbrcapathway	BioCarta	RAD17,FANCD2,RAD9A,ATM,ATR,RAD1,MRE11A,ATRIP,HUS1,TREX1,FANCG,FANCF,FANCE,FANCC,NBN,FANCA,CHEK2,CHEK1,BRCA1,BRCA2,TP53,RAD51,RAD50
telomeres telomerase cellular aging and immortality	telpathway	BioCarta	TNKS,TP53,PRKCA,KRAS,RB1,AKT1,TERF1,POLR2A,PPP2R5D,TEP1,MYC,XRCC6,XRCC5,BCL2
cyclin e destruction pathway	fbw7pathway	BioCarta	E2F1,SKP1,CCNE1,CDC34,RB1,CDK2,CUL1,TFDP1
Caspase-mediated cleavage of cytoskeletal proteins	REACT_13541	Reactome	CASP6,CASP7,DBNL,CASP3,ADD1,SPTAN1,CASP8,VIM,MIR6837,PLEC,MAPT,GAS2,GSN
NOSTRIN mediated eNOS trafficking	REACT_12541	Reactome	NOS3,ASB15,NOSTRIN,WASL,DNM2,CAV1
influence of ras and rho proteins on g1 to s transition	raccycdpathway	BioCarta	CDKN1B,HRAS,NFKBIA,IKBKB,AKT1,MAP2K1,IKBKG,RAF1,PIK3CA,CCNE1,RB1,MAPK3,MAPK1,PIK3R1,RELA,CDKN1A,RAC1,CHUK,RHOA,E2F1,MAP2K2,CCND1,CDK2,CDK4,CDK6,PDPK1,PAK1,TFDP1
role of egf receptor transactivation by gpcrs in cardiac hypertrophy	cardiacegfpathway	BioCarta	HRAS,NFKBIA,EGFR,MAP2K1,IKBKB,MAP2K2,ADAM12,IKBKG,EDNRA,EDNRB,AGT,RAF1,EGF,JUN,MAPK3,MAPK1,EDN1,RELA,SHC1,FOS,PRKCA,PRKCB,GNB1,CHUK,RHOA,MYC,RPS6KA1,SOS1,PLCG1,GNGT1,GNA11,AGTR2
Amino acid transport across the plasma membrane	REACT_13796	Reactome	SLC6A6,SLC7A8,SLC7A9,SLC7A6,SLC7A7,SLC7A5,SLC7A2,SLC7A3,SLC7A1,SLC36A2,SLC36A1,SLC6A19,SLC6A18,SLC16A10,SLC6A12,SLC6A15,SLC6A14,SLC38A5,SLC38A4,SLC38A1,SLC38A3,SLC38A2,SLC43A2,SLC43A1,SLC6A20,SLC3A2,SLC3A1,SLC7A10,SLC7A11,SLC1A4,SLC1A5
Amino acid and oligopeptide SLC transporters	REACT_19419	Reactome	SLC3A1,SLC6A6,SLC7A8,SLC7A9,SLC7A6,SLC7A7,SLC32A1,SLC7A5,SLC7A2,SLC7A3,SLC7A1,SLC6A14,SLC5A5,SLC5A8,SLC25A10,SLC36A2,SLC36A1,SLC6A19,SLC6A18,SLC15A4,SLC6A12,SLC6A15,SLC16A10,SLC38A5,SLC38A4,SLC38A1,SLC38A3,SLC38A2,SLC7A11,SLC15A2,SLC15A3,SLC15A1,SLC43A2,SLC43A1,SLC6A20,SLC17A8,SLC3A2,SLC17A5,SLC17A6,SLC17A7,SLC7A10,SLC17A1,SLC1A4,SLC1A5,SLC1A6,SLC1A7,SLC1A1,SLC1A2,SLC1A3
t(4;14) translocations of FGFR3	REACT_121011	Reactome	FGFR3
Signaling by FGFR3 mutants	REACT_121249	Reactome	FGF16,FGFR3,FGF23,FGF20,FGF9,FGF8,FGF18,FGF5,FGF4,FGF17,FGF2,FGF1
il 2 signaling pathway	il2pathway	BioCarta	IL2RA,SHC1,SOS1,IL2RG,SYK,HRAS,STAT5B,STAT5A,IL2,JAK3,JAK1,LCK
trefoil factors initiate mucosal healing	tffpathway	BioCarta	GHR,HRAS,NFKBIA,EGFR,TFF1,TFF2,TFF3,IKBKB,AKT1,MAP2K1,IKBKG,RAF1,PIK3CA,MAPK3,CTNNB1,MAPK1,PIK3R1,RELA,APAF1,ERBB2,SHC1,RPS6KA1,MUC2,CHUK,RHOA,CASP3,CASP6,CASP7,GH1,SOS1,MAP2K2,CSH1,BAD,CASP9,PDPK1
cell cycle: g2/m checkpoint	g2pathway	BioCarta	BRCA1,RPS6KA1,CCNB1,EP300,TP53,RASGRF1,PI4KA,GADD45A,CDKN1A,ATM,CDKN2D,PRKDC,SFN,CDK1,YWHAH,ATR,MDM2,MYT1,CHEK2,WEE1,CHEK1
generation of amyloid b-peptide by ps1	apppathway	BioCarta	ADAM10,BACE1,APP,PSEN1
cell to cell adhesion signaling	cell2cellpathway	BioCarta	SRC,ACTA1,CSK,PECAM1,PTPN11,PTK2,PXN,BCAR1
regulation of transcriptional activity by pml	pmlpathway	BioCarta	UBE2I,DAXX,SIRT1,TP53,SUMO1,RB1,PML,PRAM1,CREBBP,SP100
role of ran in mitotic spindle regulation	ranmspathway	BioCarta	RCC1,TPX2,KPNA2,RAN,KPNB1,RANGAP1,KIF15,AURKA,RANBP1,RANBP2
classical complement pathway	classicpathway	BioCarta	C8A,C8G,C1QC,C8B,C1QA,C1QB,C1S,C9,C1R,C3,C2,C7,C6,C5
Amyloids	REACT_75925	Reactome	HIST1H4C,HIST1H4B,HIST1H4A,HIST2H3A,HIST1H4E,HIST1H4D,HIST1H2AK,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H3I,HIST1H4L,HIST1H2BL,HIST2H2BE,HIST1H2AJ,HIST1H2AE,HIST1H2AD,HIST2H4B,HIST1H3H,HIST1H2AC,HIST1H4F,HIST4H4,H2AFB1,HIST2H2AC,HIST1H4K,HIST1H2BC,H3F3B,HIST1H2BG,APCS,HIST2H2AA3,HIST2H2AA4,H2BFS,HIST2H3C,HSPG2,H3F3A,HIST1H3B,HIST1H3C,HIST1H2BF,HIST2H3D,HIST1H3F,HIST1H3G,HIST1H2BB,HIST1H3E,HIST1H3J,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,HIST1H2BD,HIST1H2AB,MIR4738,H2AFX,H2AFZ,HIST1H3A,HIST2H4A,HIST1H3D,HIST3H2BB,HIST1H2BE,HIST1H2BA
igf-1 signaling pathway	igf1pathway	BioCarta	IGF1R,IGF1,SRF,SHC1,SOS1,FOS,RAF1,PTPN11,JUN,IRS1,PIK3R1,MAPK3,MAP2K1,ELK1,HRAS,PIK3CA,MAPK8,CSNK2A3,RASA1,CSNK2A1
caspase cascade in apoptosis	caspasepathway	BioCarta	BIRC3,BIRC2,CASP10,XIAP,ARHGDIB,APAF1,CASP6,DFFA,DFFB,PARP1,PRF1,LMNA,LMNB2,CASP7,CASP4,LMNB1,CASP2,CASP3,GZMB,CASP1,CASP8,CASP9,SREBF1
RNA Polymerase III Transcription Initiation From Type 2 Promoter	REACT_1036	Reactome	GTF3C4,GTF3C3,GTF3C2,POLR3D,POLR1C,POLR3B,POLR3C,GTF3C5,POLR3A,POLR3K,POLR3H,BDP1,POLR3GL,POLR2E,POLR2F,POLR2L,BRF1,POLR2H,POLR2K,POLR3F,CRCP,POLR3G,TBP,GTF3C1,POLR3E,POLR1D
multi-drug resistance factors	mrppathway	BioCarta	GSTP1,ABCB1,ABCB11,ABCB4,ABCC1,ABCC3
